relation,similarity,window1,window2,topic_id
continued,0.1185598909386201,0,1,0
continued,0.09578990905028456,0,1,1
continued,0.20282224681439168,0,1,2
continued,0.03836547802073393,0,1,3
continued,0.1824780127957509,0,1,4
continued,0.16623948555476586,0,1,5
continued,0.19552992054310686,0,1,6
continued,0.1946664351359556,0,1,7
continued,0.12159445482380492,0,1,8
continued,0.10056706180242254,0,1,9
continued,0.0698553806337155,0,1,10
continued,0.11020060887987411,0,1,11
continued,0.11178656900349701,0,1,12
continued,0.04541784449744112,0,1,13
continued,0.06757968639144858,0,1,14
continued,0.1562652647603962,0,1,15
continued,0.1261393586785077,0,1,16
continued,0.059075876896019515,0,1,17
continued,0.18448115989455297,0,1,18
continued,0.045984317962357524,0,1,19
continued,0.07614863417612215,0,1,20
continued,0.11977128456148028,0,1,21
continued,0.09597423085868122,0,1,22
continued,0.1485729892719748,0,1,23
continued,0.17166463863654138,0,1,24
continued,0.22012848994856443,0,1,25
continued,0.16989283846874653,0,1,26
continued,0.12523341475535799,0,1,27
continued,0.0765623404598872,0,1,28
continued,0.2012192038510212,0,1,29
continued,0.1451715638268556,0,1,30
continued,0.10916076190770259,0,1,31
continued,0.20135865138938028,0,1,32
continued,0.059710582711325094,0,1,33
continued,0.16558261742737487,0,1,34
continued,0.011202252302968842,0,1,35
continued,0.12232063097176908,0,1,36
continued,0.2606295487675164,0,1,37
continued,0.130359218667522,0,1,38
continued,0.14729946472201547,0,1,39
continued,0.1107703013957884,0,1,40
continued,0.04886300516589983,0,1,41
continued,0.10221977049710876,0,1,42
continued,0.14723604208066263,0,1,43
continued,0.08356591586999092,0,1,44
continued,0.17382262866511297,0,1,45
continued,0.14500953073001221,0,1,46
continued,0.04876249633718073,0,1,47
continued,0.15269198525166652,0,1,48
continued,0.08660226766058916,0,1,49
continued,-0.027272267046542346,1,2,0
continued,0.03029730311395245,1,2,1
continued,0.15666127504539187,1,2,2
continued,0.13716877613807013,1,2,3
continued,0.12241139871028568,1,2,4
continued,0.24924301686407468,1,2,5
continued,0.1255718031626143,1,2,6
continued,0.08908259773047125,1,2,7
continued,0.18188203609134226,1,2,8
continued,0.16026009857103315,1,2,9
continued,0.15900984298384024,1,2,10
continued,0.16679173564083827,1,2,11
continued,0.17537939649220943,1,2,12
continued,0.13638270519756918,1,2,13
continued,0.10816960626520751,1,2,14
continued,0.15041535781603746,1,2,15
continued,0.008896183621972939,1,2,16
continued,0.18576068829580158,1,2,17
continued,0.11965999628593303,1,2,18
continued,0.16291972348340064,1,2,19
continued,0.14999110318055234,1,2,20
continued,0.16652119127884815,1,2,21
continued,0.16965928094873275,1,2,22
continued,0.04358579091166637,1,2,23
continued,0.14320806500958588,1,2,24
continued,0.2186707777820115,1,2,25
continued,0.16929281428269718,1,2,26
continued,0.10041435021786206,1,2,27
continued,0.08338411332948278,1,2,28
continued,0.08390816752461226,1,2,29
continued,0.10896127434237944,1,2,30
continued,0.026912386539783284,1,2,31
continued,-0.0037389533407448184,1,2,32
continued,0.1871416654173816,1,2,33
continued,0.1470996142676021,1,2,34
continued,0.07370999255015764,1,2,35
continued,0.20307826362948314,1,2,36
continued,0.13296068516642826,1,2,37
continued,0.09020851580097383,1,2,38
continued,0.19257809542561985,1,2,39
continued,0.1804017588490765,1,2,40
continued,0.09046729829002093,1,2,41
continued,0.11422414212164739,1,2,42
continued,0.11897580481393616,1,2,43
continued,0.15460002747006937,1,2,44
continued,0.1169098184780498,1,2,45
continued,0.1360837730474029,1,2,46
continued,0.15294735298048612,1,2,47
continued,0.1556639139140632,1,2,48
continued,0.18768194987189457,1,2,49
continued,0.16728920650525356,2,3,0
continued,0.12255638373186274,2,3,1
continued,0.0682102701060242,2,3,2
continued,0.04613621341341789,2,3,3
continued,0.23627879981241767,2,3,4
continued,0.1486856241920801,2,3,5
continued,0.16595267321564602,2,3,6
continued,0.1575120501411164,2,3,7
continued,0.17424548530676556,2,3,8
continued,0.06671416946018793,2,3,9
continued,0.135170253043306,2,3,10
continued,0.22971190147303006,2,3,11
continued,0.04587947687274182,2,3,12
continued,0.004753667949249259,2,3,13
continued,-0.0030193994277738414,2,3,14
continued,0.13141073524916344,2,3,15
continued,0.05097016095855524,2,3,16
continued,-0.0007042008707797897,2,3,17
continued,0.02968025114923835,2,3,18
continued,0.11661294065363056,2,3,19
continued,0.06538717278470944,2,3,20
continued,0.16075016259049368,2,3,21
continued,0.13866044358922827,2,3,22
continued,0.05320810301073252,2,3,23
continued,0.1700588619424303,2,3,24
continued,0.20852971886341298,2,3,25
continued,0.14682637894027079,2,3,26
continued,0.13954770891764434,2,3,27
continued,0.14221978430140036,2,3,28
continued,0.17651239639103908,2,3,29
continued,0.13975661547349638,2,3,30
continued,0.07334832673266238,2,3,31
continued,0.13978229582630936,2,3,32
continued,0.10936307909388528,2,3,33
continued,0.02792708020671496,2,3,34
continued,0.15291308153821384,2,3,35
continued,0.11611837986356045,2,3,36
continued,0.12381323321451403,2,3,37
continued,0.11882755934890149,2,3,38
continued,0.03920352439071507,2,3,39
continued,0.16013479388887222,2,3,40
continued,0.1783004157031248,2,3,41
continued,0.10149929668075017,2,3,42
continued,0.08315923483639472,2,3,43
continued,0.14637309706445326,2,3,44
continued,0.19315308350694832,2,3,45
continued,0.05061731948419839,2,3,46
continued,0.1802625282561746,2,3,47
continued,0.21409985902100623,2,3,48
continued,0.07961605253585999,2,3,49
continued,0.1834511555120439,3,4,0
continued,0.04488312518762867,3,4,1
continued,-0.004569896547138176,3,4,2
continued,0.13665546143903104,3,4,3
continued,0.12446410173265289,3,4,4
continued,0.2157596435316505,3,4,5
continued,0.17549253935717993,3,4,6
continued,0.16230213771937646,3,4,7
continued,0.17321182388581635,3,4,8
continued,0.16216611218265423,3,4,9
continued,0.1873360195287596,3,4,10
continued,0.23677954062905357,3,4,11
continued,0.1043964900118807,3,4,12
continued,0.12894183675008675,3,4,13
continued,0.17765382596195825,3,4,14
continued,0.0838787282495843,3,4,15
continued,0.0564656140343194,3,4,16
continued,0.050862098858017644,3,4,17
continued,0.26057748872037223,3,4,18
continued,0.2044267261612418,3,4,19
continued,0.05152064053833927,3,4,20
